"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Berkshire County, MA"	"25003"	"Sep., 2010"	"2010/09"	12	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Oct., 2010"	"2010/10"	13	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Dec., 2010"	"2010/12"	15	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Jan., 2010"	"2010/01"	43	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Feb., 2010"	"2010/02"	56	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Mar., 2010"	"2010/03"	50	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Apr., 2010"	"2010/04"	41	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"May, 2010"	"2010/05"	44	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Jun., 2010"	"2010/06"	35	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Jul., 2010"	"2010/07"	47	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Aug., 2010"	"2010/08"	38	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Sep., 2010"	"2010/09"	40	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Oct., 2010"	"2010/10"	42	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Nov., 2010"	"2010/11"	50	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Dec., 2010"	"2010/12"	39	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Jan., 2010"	"2010/01"	54	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Feb., 2010"	"2010/02"	64	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Mar., 2010"	"2010/03"	53	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Apr., 2010"	"2010/04"	46	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"May, 2010"	"2010/05"	45	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Jun., 2010"	"2010/06"	42	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Jul., 2010"	"2010/07"	48	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Aug., 2010"	"2010/08"	39	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Sep., 2010"	"2010/09"	35	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Oct., 2010"	"2010/10"	51	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Nov., 2010"	"2010/11"	39	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Dec., 2010"	"2010/12"	54	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Jan., 2010"	"2010/01"	30	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Feb., 2010"	"2010/02"	30	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Mar., 2010"	"2010/03"	41	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Apr., 2010"	"2010/04"	32	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"May, 2010"	"2010/05"	39	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Jun., 2010"	"2010/06"	26	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Jul., 2010"	"2010/07"	33	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Aug., 2010"	"2010/08"	30	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Sep., 2010"	"2010/09"	28	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Oct., 2010"	"2010/10"	25	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Nov., 2010"	"2010/11"	29	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Dec., 2010"	"2010/12"	26	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Jan., 2010"	"2010/01"	11	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Feb., 2010"	"2010/02"	17	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Jan., 2010"	"2010/01"	87	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Feb., 2010"	"2010/02"	85	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Mar., 2010"	"2010/03"	86	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Apr., 2010"	"2010/04"	84	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"May, 2010"	"2010/05"	67	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Jun., 2010"	"2010/06"	78	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Jul., 2010"	"2010/07"	67	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Aug., 2010"	"2010/08"	74	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Sep., 2010"	"2010/09"	71	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Oct., 2010"	"2010/10"	66	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Nov., 2010"	"2010/11"	65	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Dec., 2010"	"2010/12"	91	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Jan., 2010"	"2010/01"	49	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Feb., 2010"	"2010/02"	45	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Mar., 2010"	"2010/03"	46	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Apr., 2010"	"2010/04"	41	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"May, 2010"	"2010/05"	47	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Jun., 2010"	"2010/06"	42	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Jul., 2010"	"2010/07"	29	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Aug., 2010"	"2010/08"	30	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Sep., 2010"	"2010/09"	39	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Oct., 2010"	"2010/10"	36	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Nov., 2010"	"2010/11"	53	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Dec., 2010"	"2010/12"	57	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Jan., 2010"	"2010/01"	38	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Feb., 2010"	"2010/02"	41	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Mar., 2010"	"2010/03"	57	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Apr., 2010"	"2010/04"	33	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"May, 2010"	"2010/05"	37	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Jun., 2010"	"2010/06"	35	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Jul., 2010"	"2010/07"	33	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Aug., 2010"	"2010/08"	36	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Sep., 2010"	"2010/09"	31	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Oct., 2010"	"2010/10"	42	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Nov., 2010"	"2010/11"	33	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Dec., 2010"	"2010/12"	38	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Jan., 2010"	"2010/01"	34	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Feb., 2010"	"2010/02"	28	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Mar., 2010"	"2010/03"	37	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Apr., 2010"	"2010/04"	22	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"May, 2010"	"2010/05"	34	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Jun., 2010"	"2010/06"	29	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Jul., 2010"	"2010/07"	27	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Aug., 2010"	"2010/08"	28	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Sep., 2010"	"2010/09"	28	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Oct., 2010"	"2010/10"	29	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Nov., 2010"	"2010/11"	33	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Dec., 2010"	"2010/12"	37	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Jan., 2010"	"2010/01"	54	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Feb., 2010"	"2010/02"	44	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Mar., 2010"	"2010/03"	65	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Apr., 2010"	"2010/04"	55	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"May, 2010"	"2010/05"	58	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Jun., 2010"	"2010/06"	40	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Jul., 2010"	"2010/07"	59	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Aug., 2010"	"2010/08"	44	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Sep., 2010"	"2010/09"	33	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Oct., 2010"	"2010/10"	50	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Nov., 2010"	"2010/11"	47	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Dec., 2010"	"2010/12"	61	Not Applicable	Not Applicable
	"Allegan County, MI"	"26005"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Allegan County, MI"	"26005"	"May, 2010"	"2010/05"	11	Not Applicable	Not Applicable
	"Bay County, MI"	"26017"	"Jan., 2010"	"2010/01"	15	Not Applicable	Not Applicable
	"Bay County, MI"	"26017"	"Feb., 2010"	"2010/02"	13	Not Applicable	Not Applicable
	"Bay County, MI"	"26017"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Bay County, MI"	"26017"	"May, 2010"	"2010/05"	12	Not Applicable	Not Applicable
	"Bay County, MI"	"26017"	"Aug., 2010"	"2010/08"	11	Not Applicable	Not Applicable
	"Bay County, MI"	"26017"	"Oct., 2010"	"2010/10"	12	Not Applicable	Not Applicable
	"Bay County, MI"	"26017"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"Jan., 2010"	"2010/01"	10	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"Feb., 2010"	"2010/02"	15	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"Mar., 2010"	"2010/03"	18	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"Apr., 2010"	"2010/04"	15	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"Jul., 2010"	"2010/07"	11	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"Sep., 2010"	"2010/09"	14	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"Oct., 2010"	"2010/10"	13	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"Nov., 2010"	"2010/11"	13	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"Dec., 2010"	"2010/12"	12	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"Jan., 2010"	"2010/01"	20	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"Feb., 2010"	"2010/02"	14	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"Mar., 2010"	"2010/03"	15	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"May, 2010"	"2010/05"	11	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"Jul., 2010"	"2010/07"	12	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"Aug., 2010"	"2010/08"	11	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"Sep., 2010"	"2010/09"	12	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"Oct., 2010"	"2010/10"	20	Not Applicable	Not Applicable
	"Cass County, MI"	"26027"	"Nov., 2010"	"2010/11"	13	Not Applicable	Not Applicable
	"Eaton County, MI"	"26045"	"Feb., 2010"	"2010/02"	10	Not Applicable	Not Applicable
	"Eaton County, MI"	"26045"	"Mar., 2010"	"2010/03"	10	Not Applicable	Not Applicable
	"Eaton County, MI"	"26045"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Eaton County, MI"	"26045"	"Dec., 2010"	"2010/12"	15	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Jan., 2010"	"2010/01"	31	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Feb., 2010"	"2010/02"	26	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Mar., 2010"	"2010/03"	34	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Apr., 2010"	"2010/04"	35	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"May, 2010"	"2010/05"	28	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Jun., 2010"	"2010/06"	25	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Jul., 2010"	"2010/07"	36	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Aug., 2010"	"2010/08"	44	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Sep., 2010"	"2010/09"	24	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Oct., 2010"	"2010/10"	25	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Nov., 2010"	"2010/11"	25	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"Dec., 2010"	"2010/12"	43	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"Jan., 2010"	"2010/01"	15	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"Feb., 2010"	"2010/02"	15	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"Mar., 2010"	"2010/03"	10	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"Apr., 2010"	"2010/04"	11	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"May, 2010"	"2010/05"	12	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"Jul., 2010"	"2010/07"	11	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"Sep., 2010"	"2010/09"	10	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"Oct., 2010"	"2010/10"	14	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"Nov., 2010"	"2010/11"	11	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"Dec., 2010"	"2010/12"	28	Not Applicable	Not Applicable
	"Ionia County, MI"	"26067"	"Oct., 2010"	"2010/10"	10	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"Feb., 2010"	"2010/02"	12	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"Apr., 2010"	"2010/04"	19	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"May, 2010"	"2010/05"	14	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"Jun., 2010"	"2010/06"	16	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"Jul., 2010"	"2010/07"	16	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"Sep., 2010"	"2010/09"	15	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"Oct., 2010"	"2010/10"	12	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"Nov., 2010"	"2010/11"	16	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Jan., 2010"	"2010/01"	24	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Feb., 2010"	"2010/02"	23	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Mar., 2010"	"2010/03"	23	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Apr., 2010"	"2010/04"	14	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"May, 2010"	"2010/05"	14	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Jun., 2010"	"2010/06"	16	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Jul., 2010"	"2010/07"	15	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Aug., 2010"	"2010/08"	18	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Sep., 2010"	"2010/09"	15	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Oct., 2010"	"2010/10"	20	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Nov., 2010"	"2010/11"	29	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"Dec., 2010"	"2010/12"	33	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Jan., 2010"	"2010/01"	37	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Feb., 2010"	"2010/02"	41	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Mar., 2010"	"2010/03"	29	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Apr., 2010"	"2010/04"	33	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"May, 2010"	"2010/05"	38	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Jun., 2010"	"2010/06"	19	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Jul., 2010"	"2010/07"	32	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Aug., 2010"	"2010/08"	26	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Sep., 2010"	"2010/09"	27	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Oct., 2010"	"2010/10"	36	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Nov., 2010"	"2010/11"	34	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"Dec., 2010"	"2010/12"	31	Not Applicable	Not Applicable
	"Lapeer County, MI"	"26087"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Lenawee County, MI"	"26091"	"Jan., 2010"	"2010/01"	11	Not Applicable	Not Applicable
	"Lenawee County, MI"	"26091"	"Apr., 2010"	"2010/04"	11	Not Applicable	Not Applicable
	"Lenawee County, MI"	"26091"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Livingston County, MI"	"26093"	"Jan., 2010"	"2010/01"	12	Not Applicable	Not Applicable
	"Livingston County, MI"	"26093"	"Feb., 2010"	"2010/02"	15	Not Applicable	Not Applicable
	"Livingston County, MI"	"26093"	"Mar., 2010"	"2010/03"	12	Not Applicable	Not Applicable
	"Livingston County, MI"	"26093"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Livingston County, MI"	"26093"	"Oct., 2010"	"2010/10"	15	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Jan., 2010"	"2010/01"	56	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Feb., 2010"	"2010/02"	60	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Mar., 2010"	"2010/03"	54	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Apr., 2010"	"2010/04"	54	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"May, 2010"	"2010/05"	50	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Jun., 2010"	"2010/06"	51	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Jul., 2010"	"2010/07"	48	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Aug., 2010"	"2010/08"	54	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Sep., 2010"	"2010/09"	50	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Oct., 2010"	"2010/10"	73	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Nov., 2010"	"2010/11"	59	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"Dec., 2010"	"2010/12"	46	Not Applicable	Not Applicable
	"Midland County, MI"	"26111"	"Mar., 2010"	"2010/03"	10	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	"Jan., 2010"	"2010/01"	13	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	"Mar., 2010"	"2010/03"	12	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	"May, 2010"	"2010/05"	11	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	"Jun., 2010"	"2010/06"	10	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	"Aug., 2010"	"2010/08"	10	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	"Oct., 2010"	"2010/10"	12	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Jan., 2010"	"2010/01"	16	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Apr., 2010"	"2010/04"	11	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Jun., 2010"	"2010/06"	21	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Jul., 2010"	"2010/07"	16	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Oct., 2010"	"2010/10"	11	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Nov., 2010"	"2010/11"	16	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"Dec., 2010"	"2010/12"	19	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Jan., 2010"	"2010/01"	80	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Feb., 2010"	"2010/02"	77	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Mar., 2010"	"2010/03"	93	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Apr., 2010"	"2010/04"	69	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"May, 2010"	"2010/05"	67	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Jun., 2010"	"2010/06"	80	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Jul., 2010"	"2010/07"	57	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Aug., 2010"	"2010/08"	53	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Sep., 2010"	"2010/09"	52	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Oct., 2010"	"2010/10"	76	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Nov., 2010"	"2010/11"	57	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"Dec., 2010"	"2010/12"	85	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"Jan., 2010"	"2010/01"	14	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"Feb., 2010"	"2010/02"	24	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"Mar., 2010"	"2010/03"	13	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"May, 2010"	"2010/05"	12	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"Jun., 2010"	"2010/06"	17	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"Aug., 2010"	"2010/08"	17	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"Nov., 2010"	"2010/11"	12	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Jan., 2010"	"2010/01"	17	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Feb., 2010"	"2010/02"	20	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Mar., 2010"	"2010/03"	14	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Apr., 2010"	"2010/04"	18	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"May, 2010"	"2010/05"	20	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Jun., 2010"	"2010/06"	26	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Jul., 2010"	"2010/07"	15	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Aug., 2010"	"2010/08"	14	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Sep., 2010"	"2010/09"	16	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Oct., 2010"	"2010/10"	23	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Nov., 2010"	"2010/11"	23	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"Dec., 2010"	"2010/12"	18	Not Applicable	Not Applicable
	"St. Clair County, MI"	"26147"	"Jan., 2010"	"2010/01"	11	Not Applicable	Not Applicable
	"St. Clair County, MI"	"26147"	"Feb., 2010"	"2010/02"	14	Not Applicable	Not Applicable
	"St. Clair County, MI"	"26147"	"Mar., 2010"	"2010/03"	12	Not Applicable	Not Applicable
	"St. Clair County, MI"	"26147"	"May, 2010"	"2010/05"	13	Not Applicable	Not Applicable
	"St. Clair County, MI"	"26147"	"Jun., 2010"	"2010/06"	13	Not Applicable	Not Applicable
	"St. Clair County, MI"	"26147"	"Jul., 2010"	"2010/07"	12	Not Applicable	Not Applicable
	"St. Clair County, MI"	"26147"	"Aug., 2010"	"2010/08"	10	Not Applicable	Not Applicable
