"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Manatee County, FL"	"12081"	"Jun., 2010"	"2010/06"	26	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"Jul., 2010"	"2010/07"	14	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"Sep., 2010"	"2010/09"	16	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"Oct., 2010"	"2010/10"	29	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"Nov., 2010"	"2010/11"	19	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"Dec., 2010"	"2010/12"	16	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Jan., 2010"	"2010/01"	48	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Feb., 2010"	"2010/02"	45	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Mar., 2010"	"2010/03"	37	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Apr., 2010"	"2010/04"	37	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"May, 2010"	"2010/05"	39	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Jun., 2010"	"2010/06"	23	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Jul., 2010"	"2010/07"	28	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Aug., 2010"	"2010/08"	37	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Sep., 2010"	"2010/09"	19	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Oct., 2010"	"2010/10"	20	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Nov., 2010"	"2010/11"	26	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"Dec., 2010"	"2010/12"	26	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Jan., 2010"	"2010/01"	14	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Feb., 2010"	"2010/02"	15	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Mar., 2010"	"2010/03"	15	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Apr., 2010"	"2010/04"	23	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"May, 2010"	"2010/05"	15	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Jun., 2010"	"2010/06"	20	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Jul., 2010"	"2010/07"	14	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Aug., 2010"	"2010/08"	11	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Oct., 2010"	"2010/10"	17	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Nov., 2010"	"2010/11"	16	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"Dec., 2010"	"2010/12"	18	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Jan., 2010"	"2010/01"	123	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Feb., 2010"	"2010/02"	116	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Mar., 2010"	"2010/03"	128	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Apr., 2010"	"2010/04"	122	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"May, 2010"	"2010/05"	113	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Jun., 2010"	"2010/06"	120	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Jul., 2010"	"2010/07"	110	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Aug., 2010"	"2010/08"	99	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Sep., 2010"	"2010/09"	109	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Oct., 2010"	"2010/10"	113	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Nov., 2010"	"2010/11"	111	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"Dec., 2010"	"2010/12"	135	Not Applicable	Not Applicable
	"Nassau County, FL"	"12089"	"Mar., 2010"	"2010/03"	12	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"Jan., 2010"	"2010/01"	13	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"Feb., 2010"	"2010/02"	19	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"Mar., 2010"	"2010/03"	14	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"Apr., 2010"	"2010/04"	16	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"May, 2010"	"2010/05"	20	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"Jun., 2010"	"2010/06"	12	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"Jul., 2010"	"2010/07"	18	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"Oct., 2010"	"2010/10"	10	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"Nov., 2010"	"2010/11"	13	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Jan., 2010"	"2010/01"	54	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Feb., 2010"	"2010/02"	49	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Mar., 2010"	"2010/03"	61	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Apr., 2010"	"2010/04"	50	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"May, 2010"	"2010/05"	57	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Jun., 2010"	"2010/06"	53	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Jul., 2010"	"2010/07"	53	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Aug., 2010"	"2010/08"	44	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Sep., 2010"	"2010/09"	30	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Oct., 2010"	"2010/10"	37	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Nov., 2010"	"2010/11"	38	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"Dec., 2010"	"2010/12"	62	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"Jan., 2010"	"2010/01"	13	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"Feb., 2010"	"2010/02"	12	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"Mar., 2010"	"2010/03"	21	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"Apr., 2010"	"2010/04"	13	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"May, 2010"	"2010/05"	16	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"Jun., 2010"	"2010/06"	10	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"Jul., 2010"	"2010/07"	19	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"Oct., 2010"	"2010/10"	10	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"Nov., 2010"	"2010/11"	12	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"Dec., 2010"	"2010/12"	16	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Jan., 2010"	"2010/01"	95	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Feb., 2010"	"2010/02"	88	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Mar., 2010"	"2010/03"	113	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Apr., 2010"	"2010/04"	84	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"May, 2010"	"2010/05"	77	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Jun., 2010"	"2010/06"	90	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Jul., 2010"	"2010/07"	73	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Aug., 2010"	"2010/08"	73	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Sep., 2010"	"2010/09"	81	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Oct., 2010"	"2010/10"	72	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Nov., 2010"	"2010/11"	86	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"Dec., 2010"	"2010/12"	84	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Jan., 2010"	"2010/01"	43	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Feb., 2010"	"2010/02"	47	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Mar., 2010"	"2010/03"	44	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Apr., 2010"	"2010/04"	29	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"May, 2010"	"2010/05"	49	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Jun., 2010"	"2010/06"	40	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Jul., 2010"	"2010/07"	59	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Aug., 2010"	"2010/08"	30	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Sep., 2010"	"2010/09"	28	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Oct., 2010"	"2010/10"	39	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Nov., 2010"	"2010/11"	40	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"Dec., 2010"	"2010/12"	60	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Jan., 2010"	"2010/01"	106	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Feb., 2010"	"2010/02"	79	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Mar., 2010"	"2010/03"	109	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Apr., 2010"	"2010/04"	87	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"May, 2010"	"2010/05"	82	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Jun., 2010"	"2010/06"	72	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Jul., 2010"	"2010/07"	76	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Aug., 2010"	"2010/08"	67	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Sep., 2010"	"2010/09"	61	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Oct., 2010"	"2010/10"	67	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Nov., 2010"	"2010/11"	71	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"Dec., 2010"	"2010/12"	91	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Jan., 2010"	"2010/01"	68	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Feb., 2010"	"2010/02"	60	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Mar., 2010"	"2010/03"	59	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Apr., 2010"	"2010/04"	51	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"May, 2010"	"2010/05"	57	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Jun., 2010"	"2010/06"	49	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Jul., 2010"	"2010/07"	36	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Aug., 2010"	"2010/08"	50	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Sep., 2010"	"2010/09"	50	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Oct., 2010"	"2010/10"	55	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Nov., 2010"	"2010/11"	34	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"Dec., 2010"	"2010/12"	57	Not Applicable	Not Applicable
	"Putnam County, FL"	"12107"	"Mar., 2010"	"2010/03"	17	Not Applicable	Not Applicable
	"Putnam County, FL"	"12107"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Putnam County, FL"	"12107"	"Jun., 2010"	"2010/06"	10	Not Applicable	Not Applicable
	"Putnam County, FL"	"12107"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Putnam County, FL"	"12107"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"St. Johns County, FL"	"12109"	"Jan., 2010"	"2010/01"	28	Not Applicable	Not Applicable
	"St. Johns County, FL"	"12109"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"St. Johns County, FL"	"12109"	"Jun., 2010"	"2010/06"	15	Not Applicable	Not Applicable
	"St. Johns County, FL"	"12109"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"St. Johns County, FL"	"12109"	"Nov., 2010"	"2010/11"	14	Not Applicable	Not Applicable
	"St. Johns County, FL"	"12109"	"Dec., 2010"	"2010/12"	14	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Jan., 2010"	"2010/01"	26	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Feb., 2010"	"2010/02"	20	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Mar., 2010"	"2010/03"	16	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Apr., 2010"	"2010/04"	21	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"May, 2010"	"2010/05"	29	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Jun., 2010"	"2010/06"	14	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Jul., 2010"	"2010/07"	15	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Aug., 2010"	"2010/08"	25	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Sep., 2010"	"2010/09"	16	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Oct., 2010"	"2010/10"	25	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Nov., 2010"	"2010/11"	24	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"Dec., 2010"	"2010/12"	28	Not Applicable	Not Applicable
	"Santa Rosa County, FL"	"12113"	"Jan., 2010"	"2010/01"	15	Not Applicable	Not Applicable
	"Santa Rosa County, FL"	"12113"	"Mar., 2010"	"2010/03"	12	Not Applicable	Not Applicable
	"Santa Rosa County, FL"	"12113"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Santa Rosa County, FL"	"12113"	"May, 2010"	"2010/05"	17	Not Applicable	Not Applicable
	"Santa Rosa County, FL"	"12113"	"Aug., 2010"	"2010/08"	15	Not Applicable	Not Applicable
	"Santa Rosa County, FL"	"12113"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Santa Rosa County, FL"	"12113"	"Oct., 2010"	"2010/10"	14	Not Applicable	Not Applicable
	"Santa Rosa County, FL"	"12113"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Jan., 2010"	"2010/01"	48	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Feb., 2010"	"2010/02"	46	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Mar., 2010"	"2010/03"	50	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Apr., 2010"	"2010/04"	27	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"May, 2010"	"2010/05"	41	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Jun., 2010"	"2010/06"	28	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Jul., 2010"	"2010/07"	34	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Aug., 2010"	"2010/08"	31	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Sep., 2010"	"2010/09"	42	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Oct., 2010"	"2010/10"	34	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Nov., 2010"	"2010/11"	34	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"Dec., 2010"	"2010/12"	50	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Jan., 2010"	"2010/01"	23	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Feb., 2010"	"2010/02"	26	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Mar., 2010"	"2010/03"	29	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Apr., 2010"	"2010/04"	26	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"May, 2010"	"2010/05"	16	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Jun., 2010"	"2010/06"	23	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Jul., 2010"	"2010/07"	12	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Sep., 2010"	"2010/09"	16	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Oct., 2010"	"2010/10"	21	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Nov., 2010"	"2010/11"	29	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"Dec., 2010"	"2010/12"	24	Not Applicable	Not Applicable
	"Sumter County, FL"	"12119"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"Sumter County, FL"	"12119"	"Mar., 2010"	"2010/03"	13	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Jan., 2010"	"2010/01"	60	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Feb., 2010"	"2010/02"	47	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Mar., 2010"	"2010/03"	67	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Apr., 2010"	"2010/04"	53	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"May, 2010"	"2010/05"	66	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Jun., 2010"	"2010/06"	53	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Jul., 2010"	"2010/07"	55	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Aug., 2010"	"2010/08"	48	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Sep., 2010"	"2010/09"	36	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Oct., 2010"	"2010/10"	39	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Nov., 2010"	"2010/11"	45	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"Dec., 2010"	"2010/12"	60	Not Applicable	Not Applicable
	"Bartow County, GA"	"13015"	"Jan., 2010"	"2010/01"	15	Not Applicable	Not Applicable
	"Bartow County, GA"	"13015"	"Feb., 2010"	"2010/02"	13	Not Applicable	Not Applicable
	"Bartow County, GA"	"13015"	"Mar., 2010"	"2010/03"	10	Not Applicable	Not Applicable
	"Bartow County, GA"	"13015"	"Sep., 2010"	"2010/09"	12	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"Jan., 2010"	"2010/01"	18	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"Feb., 2010"	"2010/02"	16	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"Mar., 2010"	"2010/03"	17	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"Apr., 2010"	"2010/04"	13	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"Jul., 2010"	"2010/07"	11	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"Oct., 2010"	"2010/10"	13	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"Nov., 2010"	"2010/11"	17	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"Dec., 2010"	"2010/12"	11	Not Applicable	Not Applicable
	"Carroll County, GA"	"13045"	"Jan., 2010"	"2010/01"	11	Not Applicable	Not Applicable
	"Carroll County, GA"	"13045"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Carroll County, GA"	"13045"	"Jul., 2010"	"2010/07"	10	Not Applicable	Not Applicable
	"Carroll County, GA"	"13045"	"Aug., 2010"	"2010/08"	10	Not Applicable	Not Applicable
	"Carroll County, GA"	"13045"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Jan., 2010"	"2010/01"	21	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Feb., 2010"	"2010/02"	19	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Mar., 2010"	"2010/03"	17	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Apr., 2010"	"2010/04"	17	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"May, 2010"	"2010/05"	13	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Jun., 2010"	"2010/06"	18	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Jul., 2010"	"2010/07"	19	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Aug., 2010"	"2010/08"	23	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Sep., 2010"	"2010/09"	22	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Oct., 2010"	"2010/10"	14	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Dec., 2010"	"2010/12"	26	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"Jan., 2010"	"2010/01"	17	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"May, 2010"	"2010/05"	13	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"Jul., 2010"	"2010/07"	12	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"Aug., 2010"	"2010/08"	10	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"Nov., 2010"	"2010/11"	15	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"Dec., 2010"	"2010/12"	23	Not Applicable	Not Applicable
	"Clarke County, GA"	"13059"	"Apr., 2010"	"2010/04"	13	Not Applicable	Not Applicable
	"Clarke County, GA"	"13059"	"Oct., 2010"	"2010/10"	11	Not Applicable	Not Applicable
	"Clayton County, GA"	"13063"	"Jan., 2010"	"2010/01"	16	Not Applicable	Not Applicable
	"Clayton County, GA"	"13063"	"Feb., 2010"	"2010/02"	14	Not Applicable	Not Applicable
	"Clayton County, GA"	"13063"	"Mar., 2010"	"2010/03"	13	Not Applicable	Not Applicable
